Package ID,Gluten Content (%),Dough Elasticity Index,Dampening Time (hours),Package Weight (g),Ash content (%),Moisture (%),Package Volume (cm3),Proteins (g)/100g,Quality,Production Mill_Ancient Oak Mill,Production Mill_Happy Blackberry Windmill,Production Mill_Redwood Orchard Watermill,Production Recipe_1.0,Production Recipe_2.0,Production Recipe_3.0,Production Recipe_4.0,Production Recipe_5.0
100124,0.8035143599234121,0.9070947070951629,-1.4609610932780592,-1.185526042358684,-0.38261009808622326,-0.8520276531545735,0.7713077247873183,0.6733387475472061,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
100492,-1.6952447019097525,1.2197656067255296,-1.4609610932780592,-2.114586076264491,-1.1830766184649715,0.5558069977173978,1.7428283186591997,-1.746929745316119,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
100999,-0.22836185184575009,-0.16950379797373397,1.1571518263597207,-1.544467197440209,0.017623162103150875,1.1052058858625577,0.7852030195414339,-0.17183437694474962,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
101025,1.096890929936212,-0.9553919234681298,0.4208075677115951,1.2242170689927607,1.3517340294010647,0.3497824146629614,0.04606998224431424,0.327586105709587,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101459,-0.8151149918713514,0.30456626362062045,-1.2155130070620175,0.7658862056242132,0.15103424883294225,-0.40564105653662885,1.674066079583549,-0.7096718198032669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
101888,-0.8151149918713514,1.709080106999441,-1.3791450645393786,-1.2040218776431815,-1.7167209653841342,-0.40564105653662885,0.6556067482632321,-1.3723643833253676,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
102428,0.28757625403883014,0.3515788332547801,0.09354345275687262,-0.23085639036663375,-0.5160211848160147,1.6889422045167894,2.2183603308912927,0.10668858453555462,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
104070,0.5101377899106105,1.3104860075388407,1.4844159413144433,0.7195449919443875,-0.1157879246266405,1.3112304689169942,1.3877739796741506,0.5965048271388466,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
104725,0.2167612198978108,-1.575616708346914,1.320783883837082,0.3793029230845471,1.0849118559414819,-0.4743159175547784,-0.7160751319873254,-0.08539621648534526,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
105234,-0.4509233877175287,1.1657171423161885,0.5844396251889563,0.43377417425205583,-1.7167209653841342,1.482917621462353,-0.37954055564386957,-0.2678767774551987,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
106567,-1.1894230294738894,0.8609349731913276,1.320783883837082,0.2632466379477607,2.419022723239393,-0.1996164734821985,0.7983094279519216,-1.0362159815387948,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
107036,1.2385209982182541,-0.9702099442825249,1.2389678550984013,0.3760509080894554,1.3517340294010647,-0.13094161246404895,1.4980173153807932,1.6241585126006557,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
108459,0.3583912881798513,0.3032870100251331,1.07533579762104,-1.9899932517656467,-0.38261009808622326,-0.40564105653662885,-0.8776876796232803,0.001041943974059086,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
108962,0.8035143599234121,-0.24700524496700896,-0.15190463345916927,-1.145485607731808,-1.1830766184649715,-0.6460030701001371,-0.10616187954442123,1.1343422699973638,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
